,sample_id,severity,snippet
1243,4354720.txt,none,"	private void bindSQRTABS()
			throws StandardException
	{
		TypeId	operandType;
		int 	jdbcType;

		/*
		** Check the type of the operand 
		*/
		operandType = operand.getTypeId();

		/*
	 	 * If the operand is not a build-in type, generate a bound conversion
		 * tree to build-in types.
		 */
		if (operandType.userType() )
		{
			operand = operand.genSQLJavaSQLTree();
		}
		/* DB2 doesn't cast string types to numeric types for numeric functions  */

		jdbcType = operandType.getJDBCTypeId();

		/* Both SQRT and ABS are only allowed on numeric types */
		if (!operandType.isNumericTypeId())
			throw StandardException.newException(
						SQLState.LANG_UNARY_FUNCTION_BAD_TYPE, 
						getOperatorString(), operandType.getSQLTypeName());

		/* For SQRT, if operand is not a DOUBLE, convert it to DOUBLE */
       if (kind == K_SQRT &&
            jdbcType != Types.DOUBLE)
		{
            operand = new CastNode(
					operand,
					new DataTypeDescriptor(TypeId.getBuiltInTypeId(Types.DOUBLE), true),
					getContextManager());
			((CastNode) operand).bindCastNodeOnly();
		}
	}"
1244,7416545.txt,none,"	public static EvictionActionType valueOfIgnoreCase(final String name) {

		for (EvictionActionType evictionActionType : values()) {
			if (evictionActionType.name().equalsIgnoreCase(name)) {
				return evictionActionType;
			}
		}

		return null;
	}"
1245,6761580.txt,none,"    public APIRequestGet requestProductSetField (boolean value) {
      this.requestField(""product_set"", value);
      return this;
    }"
1246,7238349.txt,none,"  @Override
  public void finishActivity(Activity activity) {
    checkNotNull(controller);
    checkState(controller.get() == activity);
    activity.finish();
    Stage stage = ActivityLifecycleMonitorRegistry.getInstance().getLifecycleStageOf(activity);
    switch (stage) {
      case RESUMED:
        controller.pause().stop().destroy();
        return;
      case PAUSED:
        controller.stop().destroy();
        return;
      case STOPPED:
        controller.destroy();
        return;
      default:
        throw new IllegalStateException(
            String.format(
                ""Activity's stage must be RESUMED, PAUSED or STOPPED but was %s."", stage));
    }
  }"
1247,6511643.txt,none,"  public static Class<Float[]> call(Float[] param) {
    return Float[].class;
  }"
1248,7357208.txt,none,"    public UsernamePasswordCredentials(final String username, final String password) {
        super();

        if (username == null) {
            throw new IllegalArgumentException(""Username may not be null"");
        }

        this.username = username;
        this.password = password;
    }"
1249,9481601.txt,none,"  @Override
  public GetCompInstancesResponseProto getCompInstances(
      GetCompInstancesRequestProto request) throws IOException, YarnException {
    try {
      return proxy.getCompInstances(null, request);
    } catch (ServiceException e) {
      RPCUtil.unwrapAndThrowException(e);
    }
    return null;
  }"
1250,8097613.txt,none,"    public final void rule__Action__OperatorAssignment_2_2() throws RecognitionException {

        		int stackSize = keepStackSize();
        	
        try {
            // InternalXtextGrammarTestLanguage.g:6076:1: ( ( ( rule__Action__OperatorAlternatives_2_2_0 ) ) )
            // InternalXtextGrammarTestLanguage.g:6077:2: ( ( rule__Action__OperatorAlternatives_2_2_0 ) )
            {
            // InternalXtextGrammarTestLanguage.g:6077:2: ( ( rule__Action__OperatorAlternatives_2_2_0 ) )
            // InternalXtextGrammarTestLanguage.g:6078:3: ( rule__Action__OperatorAlternatives_2_2_0 )
            {
             before(grammarAccess.getActionAccess().getOperatorAlternatives_2_2_0()); 
            // InternalXtextGrammarTestLanguage.g:6079:3: ( rule__Action__OperatorAlternatives_2_2_0 )
            // InternalXtextGrammarTestLanguage.g:6079:4: rule__Action__OperatorAlternatives_2_2_0
            {
            pushFollow(FOLLOW_2);
            rule__Action__OperatorAlternatives_2_2_0();

            state._fsp--;


            }

             after(grammarAccess.getActionAccess().getOperatorAlternatives_2_2_0()); 

            }


            }

        }
        catch (RecognitionException re) {
            reportError(re);
            recover(input,re);
        }
        finally {

            	restoreStackSize(stackSize);

        }
        return ;
    }"
1251,7743333.txt,none,"    public static boolean checkExplicitUserPassword(ManagementContext mgmt, String user, String password) {
        BrooklynProperties properties = ((ManagementContextInternal)mgmt).getBrooklynProperties();
        String expectedPassword = properties.getConfig(BrooklynWebConfig.PASSWORD_FOR_USER(user));
        String salt = properties.getConfig(BrooklynWebConfig.SALT_FOR_USER(user));
        String expectedSha256 = properties.getConfig(BrooklynWebConfig.SHA256_FOR_USER(user));
        
        return checkPassword(password, expectedPassword, expectedSha256, salt);
    }"
1252,5389537.txt,none,"    public static boolean is64bitJVM() {
        String arch = System.getProperties().getProperty(""sun.arch.data.model"",
                System.getProperty(""com.ibm.vm.bitmode""));
        return arch != null && arch.equals(""64"");
    }"
1253,7810336.txt,none,"  private void rehash(Entry[] oldMap, int newCount, int newCapacity) {
    int oldCapacity = oldMap.length;

    Entry newMap[] = new Entry[newCapacity];

    synchronized (rehashLock) {
      for (int i = oldCapacity; i-- > 0;) {
        for (Entry old = oldMap[i]; old != null;) {
          Entry e = old;
          old = old.next;

          if (e.value != null && e.value instanceof WeakReference) {
            WeakReference r = (WeakReference) e.value;
            if (r.get() == null) {
              // don't copy this one into the new table since its value was gc'd
              newCount--;
              continue;
            }
          }
          int index = Math.abs(e.key) % newCapacity;
          e.next = newMap[index];
          newMap[index] = e;
        }
      }

      threshold = (int) (newCapacity * loadFactor);
      count = newCount;
      table = newMap;
    }
  }"
1254,7245995.txt,none,"    public void notifyActivated() {
        resetResults();
        
        resetter = Lookup.getDefault().lookup(ObjectsResetter.class);
        resetter.controller = this;
        
        if (getSession().inProgress() && !currentMode.currentSettingsValid()) {
            final String oldMode = currentMode.getName();
            final String newMode = allClassesMode.getName();
            setMode(allClassesMode);
            SwingUtilities.invokeLater(new Runnable() {
                public void run() {
                    ProfilerDialogs.displayInfo(Bundle.MethodsFeature_modeReset(
                                                oldMode, newMode));
                }
            });
        }
    }"
1255,5551982.txt,none,"  public void setFieldValue(_Fields field, Object value) {
    switch (field) {
    case TYPE:
      if (value == null) {
        unsetType();
      } else {
        setType((TPrivilegePrincipalType)value);
      }
      break;

    case VALUE:
      if (value == null) {
        unsetValue();
      } else {
        setValue((String)value);
      }
      break;

    }
  }"
1256,5618836.txt,none,"    public Collection fromRealm(String realmName) {
        if (realmPrincipals == null || realmPrincipals.isEmpty()) {
            return Collections.EMPTY_SET;
        }
        Set principals = realmPrincipals.get(realmName);
        if (principals == null || principals.isEmpty()) {
            principals = Collections.EMPTY_SET;
        }
        return Collections.unmodifiableSet(principals);
    }"
1257,6913795.txt,none,"  @Override
  public void enable() {
    lastBufferEvaluationMs = C.TIME_UNSET;
  }"
1258,3964331.txt,none,"  public void setMatchKeyList(ArrayList<String> matchKeyList)
  {
    this.matchKeyList = matchKeyList;
  }"
1259,5206791.txt,none,"  @Override
  protected void encodeBadge(FacesContext facesContext, AbstractUICommand command) throws IOException {
    final AbstractUIButton button = (AbstractUIButton) command;

    for (final UIComponent child : button.getChildren()) {
      if (child instanceof AbstractUIBadge) {
        child.encodeAll(facesContext);
      }
    }
  }"
1260,7276259.txt,none,"    protected final void setBufferType(int bufferType) {
        if (this.bufferType == bufferType) return;
        if (bufferType == BUFFER_NONE ||
            bufferType == BUFFER_IMAGE ||
            bufferType == BUFFER_VOLATILE_IMAGE) {
            this.bufferType = bufferType;
            releaseOffscreenImage();
            repaintImpl(0, 0, getWidth(), getHeight());
        } else {
            throw new IllegalArgumentException(""Unknown buffer type: "" + bufferType); // NOI18N
        }
    }"
1261,8017975.txt,none,"	@Override
	/** {@inheritDoc} */
	public SubtypeConstraint intersection(final SubtypeConstraint other) {
		final StringSubtypeTreeElement o = (StringSubtypeTreeElement) other;
		if (o instanceof StringSetConstraint) {
			final StringSetConstraint ssc = (StringSetConstraint) o;
			if (ssc.constraintType == constraintType) {
				return new StringSetConstraint(stringType, constraintType,
						constraint.intersection(((StringSetConstraint) o).constraint));
			}
		}

		final StringSetOperation returnValue = new StringSetOperation(stringType, OperationType.INTERSECTION, this, o);
		return returnValue.evaluate();
	}"
1262,5014423.txt,none,"  public XFlattenedColumnTable(XFlattenedColumns flattenedColumns, String table) {
    this.table = table;
    for (XFlattenedColumn column : flattenedColumns.getFlattenedColumn()) {
      XField field = firstNonNull(column.getDimAttribute(), column.getMeasure(), column.getExpression());
      if (field != null) {
        if (!tables.containsKey(field.getClass())) {
          tables.put(field.getClass(), CollectionTableFactory.getCollectionTable(field.getClass(), table));
        }
        tables.get(field.getClass()).getCollection().add(column);
      } else {
        if (column.getChainName() != null) {
          chainNames.add(column.getChainName());
        }
        if (column.getTableName() != null) {
          tableNames.add(column.getTableName());
        }
      }
    }
  }"
1263,3738168.txt,none,"      public Builder clear() {
        super.clear();
        tableId_ = 0L;
        bitField0_ = (bitField0_ & ~0x00000001);
        schemaName_ = """";
        bitField0_ = (bitField0_ & ~0x00000002);
        tableName_ = """";
        bitField0_ = (bitField0_ & ~0x00000004);
        eventType_ = """";
        bitField0_ = (bitField0_ & ~0x00000008);
        if (oldKeysBuilder_ == null) {
          oldKeys_ = java.util.Collections.emptyList();
          bitField0_ = (bitField0_ & ~0x00000010);
        } else {
          oldKeysBuilder_.clear();
        }
        if (keysBuilder_ == null) {
          keys_ = java.util.Collections.emptyList();
          bitField0_ = (bitField0_ & ~0x00000020);
        } else {
          keysBuilder_.clear();
        }
        if (columnsBuilder_ == null) {
          columns_ = java.util.Collections.emptyList();
          bitField0_ = (bitField0_ & ~0x00000040);
        } else {
          columnsBuilder_.clear();
        }
        executeTime_ = 0L;
        bitField0_ = (bitField0_ & ~0x00000080);
        pairId_ = 0L;
        bitField0_ = (bitField0_ & ~0x00000100);
        syncMode_ = """";
        bitField0_ = (bitField0_ & ~0x00000200);
        syncConsistency_ = """";
        bitField0_ = (bitField0_ & ~0x00000400);
        size_ = 0L;
        bitField0_ = (bitField0_ & ~0x00000800);
        remedy_ = false;
        bitField0_ = (bitField0_ & ~0x00001000);
        sql_ = """";
        bitField0_ = (bitField0_ & ~0x00002000);
        ddlSchemaName_ = """";
        bitField0_ = (bitField0_ & ~0x00004000);
        hint_ = """";
        bitField0_ = (bitField0_ & ~0x00008000);
        withoutSchema_ = false;
        bitField0_ = (bitField0_ & ~0x00010000);
        return this;
      }"
1264,7671918.txt,none,"    public QMUIAlphaImageButton addRightImageButton(int drawableResId, int viewId) {
        return mTopBar.addRightImageButton(drawableResId, viewId);
    }"
1265,6581292.txt,none,"    public int hashCode() {
        if (hashCode == HASH_INITIAL) {
            hashCode = hashCode * HASH_FACTOR
                    + Util.hashCode(activityRequirementBindings);
            hashCode = hashCode * HASH_FACTOR
                    + Util.hashCode(activityPatternBindings);
            hashCode = hashCode * HASH_FACTOR + Util.hashCode(defined);
            hashCode = hashCode * HASH_FACTOR + Util.hashCode(enabled);
            hashCode = hashCode * HASH_FACTOR + Util.hashCode(id);
            hashCode = hashCode * HASH_FACTOR + Util.hashCode(name);
            if (hashCode == HASH_INITIAL) {
				hashCode++;
			}
        }

        return hashCode;
    }"
